chrX	1	nan
chrX	1001	nan
chrX	2001	nan
chrX	3001	nan
chrX	4001	nan
chrX	5001	nan
chrX	6001	nan
chrX	7001	nan
chrX	8001	nan
chrX	9001	nan
chrX	10001	nan
chrX	11001	nan
chrX	12001	nan
chrX	13001	nan
chrX	14001	nan
chrX	15001	nan
chrX	16001	nan
chrX	17001	nan
chrX	18001	nan
chrX	19001	nan
chrX	20001	nan
chrX	21001	nan
chrX	22001	nan
chrX	23001	nan
chrX	24001	nan
chrX	25001	nan
chrX	26001	nan
chrX	27001	nan
chrX	28001	nan
chrX	29001	nan
chrX	30001	nan
chrX	31001	nan
chrX	32001	nan
chrX	33001	nan
chrX	34001	nan
chrX	35001	nan
chrX	36001	nan
chrX	37001	nan
chrX	38001	nan
chrX	39001	nan
chrX	40001	nan
chrX	41001	nan
chrX	42001	nan
chrX	43001	nan
chrX	44001	nan
chrX	45001	nan
chrX	46001	nan
chrX	47001	nan
chrX	48001	nan
chrX	49001	nan
chrX	50001	nan
chrX	51001	nan
chrX	52001	nan
chrX	53001	nan
chrX	54001	nan
chrX	55001	nan
chrX	56001	nan
chrX	57001	nan
chrX	58001	nan
chrX	59001	nan
chrX	60001	0.513
chrX	61001	0.488
chrX	62001	0.475
chrX	63001	0.628
chrX	64001	0.667
chrX	65001	0.478
chrX	66001	0.511
chrX	67001	0.628
chrX	68001	0.727
chrX	69001	0.674
chrX	70001	0.582
chrX	71001	0.513
chrX	72001	0.483
chrX	73001	0.489
chrX	74001	0.45
chrX	75001	0.486
chrX	76001	0.512
chrX	77001	0.503
chrX	78001	0.495
chrX	79001	0.493
chrX	80001	0.49
chrX	81001	0.49
chrX	82001	0.498
chrX	83001	0.483
chrX	84001	0.506
chrX	85001	0.501
chrX	86001	0.499
chrX	87001	0.482
chrX	88001	0.495
chrX	89001	0.495
chrX	90001	0.494
chrX	91001	0.503
chrX	92001	0.494
chrX	93001	0.491
chrX	94001	0.49573690621193667
chrX	95001	nan
chrX	96001	nan
chrX	97001	nan
chrX	98001	nan
chrX	99001	nan
chrX	100001	nan
chrX	101001	nan
chrX	102001	nan
chrX	103001	nan
chrX	104001	nan
chrX	105001	nan
chrX	106001	nan
chrX	107001	nan
chrX	108001	nan
chrX	109001	nan
chrX	110001	nan
chrX	111001	nan
chrX	112001	nan
chrX	113001	nan
chrX	114001	nan
chrX	115001	nan
chrX	116001	nan
chrX	117001	nan
chrX	118001	nan
chrX	119001	nan
chrX	120001	nan
chrX	121001	nan
chrX	122001	nan
chrX	123001	nan
chrX	124001	nan
chrX	125001	nan
chrX	126001	nan
chrX	127001	nan
chrX	128001	nan
chrX	129001	nan
chrX	130001	nan
chrX	131001	nan
chrX	132001	nan
chrX	133001	nan
chrX	134001	nan
chrX	135001	nan
chrX	136001	nan
chrX	137001	nan
chrX	138001	nan
chrX	139001	nan
chrX	140001	nan
chrX	141001	nan
chrX	142001	nan
chrX	143001	nan
chrX	144001	0.5418994413407822
chrX	145001	0.481
chrX	146001	0.54
chrX	147001	0.725
chrX	148001	0.646
chrX	149001	0.64
chrX	150001	0.482
chrX	151001	0.491
chrX	152001	0.48
chrX	153001	0.48
chrX	154001	0.491
chrX	155001	0.49
chrX	156001	0.498
chrX	157001	0.487
chrX	158001	0.496
chrX	159001	0.5
chrX	160001	0.489
chrX	161001	0.499
chrX	162001	0.486
chrX	163001	0.497
chrX	164001	0.488
chrX	165001	0.489
chrX	166001	0.598
chrX	167001	0.633
chrX	168001	0.473
chrX	169001	0.516
chrX	170001	0.607
chrX	171001	0.566
chrX	172001	0.581
chrX	173001	0.54
chrX	174001	0.602
chrX	175001	0.597
chrX	176001	0.571
chrX	177001	0.564
chrX	178001	0.538
chrX	179001	0.454
